Class,Filename,Width,Height,Size_in_KB
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-167.jpg,270,180,7.137
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-168.jpg,270,180,6.343
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-169.jpg,345,180,11.799
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-17.jpg,275,180,5.542
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-170.jpg,270,180,6.329
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-171.jpg,249,180,5.595
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-172.jpg,360,180,7.907
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-173.jpg,253,180,4.682
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-174.jpg,270,180,5.206
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-175.jpg,270,180,6.919
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-176.jpg,270,180,5.144
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-177.jpg,288,180,6.734
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-178.jpg,344,180,9.402
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-179.jpg,351,180,6.573
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-18.jpg,345,180,8.733
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-180.jpg,270,180,5.478
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-181.jpg,344,180,9.412
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-182.jpg,270,180,4.774
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-183.jpg,270,180,8.41
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-184.jpg,240,180,8.787
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-185.jpg,293,180,5.78
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-186.jpg,240,180,6.651
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-187.jpg,300,180,5.962
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-188.jpg,240,180,7.852
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-189.jpg,375,180,9.29
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-19.jpg,275,180,5.542
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-190.jpg,270,180,4.195
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-191.jpg,270,180,5.819
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-192.jpg,270,180,7.212
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-193.jpg,270,180,5.856
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-194.jpg,270,180,5.826
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-195.jpg,270,180,5.872
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-196.jpg,270,180,6.06
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-197.jpg,320,180,8.924
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-198.jpg,288,180,7.387
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-199.jpg,320,180,10.585
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-2.jpg,270,180,4.521
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-20.jpg,309,180,7.159
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-200.jpg,270,180,4.825
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-201.jpg,112,180,2.13
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-202.jpg,270,180,7.637
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-203.jpg,288,180,4.893
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-204.jpg,245,180,8.387
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-205.jpg,270,180,7.628
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-206.jpg,320,180,9.908
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-207.jpg,270,180,4.92
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-208.jpg,320,180,7.982
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-209.jpg,382,180,7.183
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-21.jpg,270,180,6.907
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-210.jpg,270,180,6.643
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-211.jpg,320,180,8.392
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-212.jpg,270,180,7.579
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-213.jpg,342,180,11.714
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-214.jpg,270,180,5.415
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-215.jpg,240,180,6.082
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-216.jpg,324,180,8.847
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-217.jpg,288,180,7.85
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-218.jpg,254,180,4.904
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-219.jpg,320,180,6.281
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-22.jpg,270,180,5.14
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-220.jpg,270,180,5.819
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-221.jpg,270,180,7.496
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-222.jpg,270,180,5.206
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-223.jpg,333,180,8.692
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-224.jpg,320,180,9.145
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-225.jpg,270,180,5.14
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-226.jpg,320,180,11.863
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-227.jpg,345,180,11.123
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-228.jpg,351,180,6.573
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-229.jpg,270,180,5.416
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-23.jpg,281,180,7.316
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-230.jpg,344,180,9.402
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-231.jpg,270,180,5.063
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-232.jpg,344,180,7.411
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-233.jpg,341,180,9.756
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-234.jpg,257,180,9.724
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-235.jpg,295,180,9.458
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-236.jpg,270,180,6.487
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-237.jpg,300,180,5.962
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-238.jpg,270,180,5.144
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-239.jpg,361,180,10.012
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-24.jpg,270,180,6.011
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-240.jpg,240,180,5.392
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-241.jpg,240,180,8.411
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-242.jpg,271,180,7.747
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-243.jpg,271,180,8.41
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-244.jpg,270,180,5.377
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-245.jpg,270,180,7.652
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-246.jpg,264,180,8.782
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-247.jpg,271,180,5.8
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-248.jpg,270,180,7.611
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-249.jpg,270,180,6.568
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-25.jpg,345,180,8.733
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-250.jpg,273,180,5.81
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-251.jpg,270,180,6.911
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-252.jpg,294,180,7.357
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-253.jpg,270,180,8.175
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-254.jpg,360,180,7.219
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-255.jpg,288,180,5.803
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-256.jpg,288,180,11.686
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-257.jpg,270,180,6.584
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-258.jpg,342,180,7.965
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-259.jpg,270,180,7.739
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-26.jpg,272,180,4.528
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-260.jpg,300,180,7.593
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-261.jpg,270,180,5.811
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-262.jpg,300,180,4.777
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-263.jpg,287,180,7.611
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-264.jpg,342,180,8.611
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-265.jpg,240,180,8.769
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-266.jpg,270,180,7.231
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-267.jpg,241,180,5.364
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-268.jpg,240,180,4.271
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-269.jpg,270,180,7.245
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-27.jpg,344,180,7.411
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-270.jpg,240,180,5.638
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-271.jpg,271,180,6.129
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-272.jpg,320,180,6.894
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-273.jpg,344,180,8.057
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-274.jpg,250,180,7.31
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-275.jpg,270,180,7.35
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-276.jpg,241,180,5.437
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-277.jpg,295,180,5.769
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-278.jpg,270,180,5.622
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-279.jpg,270,180,7.489
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-28.jpg,382,180,7.183
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-280.jpg,270,180,6.215
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-281.jpg,320,180,5.761
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-282.jpg,288,180,6.449
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-283.jpg,320,180,7.426
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-284.jpg,270,180,6.382
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-285.jpg,320,180,6.628
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-286.jpg,251,180,5.649
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-287.jpg,243,180,4.476
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-29.jpg,320,180,9.009
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-3.jpg,358,180,9.988
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-30.jpg,320,180,6.134
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-31.jpg,279,180,6.85
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-32.jpg,382,180,7.183
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-33.jpg,270,180,6.114
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-34.jpg,358,180,9.392
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-35.jpg,320,180,6.478
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-36.jpg,257,180,9.724
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-37.jpg,320,180,6.134
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-38.jpg,270,180,4.825
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-39.jpg,320,180,8.552
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-4.jpg,266,180,6.235
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-40.jpg,270,180,4.883
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-41.jpg,270,180,5.105
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-42.jpg,288,180,7.387
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-43.jpg,270,180,5.478
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-44.jpg,344,180,9.412
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-45.jpg,271,180,5.238
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-46.jpg,272,180,4.528
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-47.jpg,288,180,4.581
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-48.jpg,270,180,5.081
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-49.jpg,320,180,6.533
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-5.jpg,300,180,5.421
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-50.jpg,333,180,8.692
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-51.jpg,266,180,6.235
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-52.jpg,270,180,5.105
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-53.jpg,270,180,4.995
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-54.jpg,270,180,7.496
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-55.jpg,321,180,6.546
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-56.jpg,360,180,7.883
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-57.jpg,288,180,7.556
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-58.jpg,270,180,7.812
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-59.jpg,271,180,5.754
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-6.jpg,344,180,9.412
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-60.jpg,270,180,4.879
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-61.jpg,270,180,6.5
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-62.jpg,345,180,8.733
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-63.jpg,241,180,4.508
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-64.jpg,270,180,6.225
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-65.jpg,250,180,4.731
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-66.jpg,271,180,5.233
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-67.jpg,270,180,5.041
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-68.jpg,320,180,8.634
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-69.jpg,240,180,7.692
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-7.jpg,270,180,6.907
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-70.jpg,305,180,5.301
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-71.jpg,270,180,5.342
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-72.jpg,270,180,5.501
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-73.jpg,321,180,6.576
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-74.jpg,285,180,8.653
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-75.jpg,266,180,6.52
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-76.jpg,288,180,4.905
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-77.jpg,270,180,6.253
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-78.jpg,271,180,5.815
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-79.jpg,320,180,8.007
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-8.jpg,320,180,6.134
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-80.jpg,240,180,5.529
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-81.jpg,271,180,5.914
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-82.jpg,270,180,6.072
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-83.jpg,474,169,8.386
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-84.jpg,345,180,10.588
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-85.jpg,270,180,7.412
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-86.jpg,270,180,4.748
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-87.jpg,320,180,8.304
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-88.jpg,320,180,9.181
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-89.jpg,240,180,5.586
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-9.jpg,270,180,5.206
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-90.jpg,326,180,7.617
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-91.jpg,288,180,6.079
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-92.jpg,240,180,4.722
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-93.jpg,318,180,8.639
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-94.jpg,270,180,5.416
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-95.jpg,321,180,6.546
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-96.jpg,270,180,5.063
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-97.jpg,274,180,8.155
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-98.jpg,270,180,5.962
dataset\car\car-sedan\car-sedan-alltypes,car-sedan-alltypes-99.jpg,267,180,3.491
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-1.jpg,270,180,8.273
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-10.jpg,270,180,6.026
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-100.jpg,344,180,8.735
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-101.jpg,320,180,10.55
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-102.jpg,320,180,6.182
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-103.jpg,372,180,12.156
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-104.jpg,270,180,6.668
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-105.jpg,247,180,5.002
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-106.jpg,270,180,6.726
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-107.jpg,240,180,5.467
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-108.jpg,324,180,7.566
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-109.jpg,270,180,5.648
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-11.jpg,329,180,9.038
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-110.jpg,300,200,8.673
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-111.jpg,240,180,4.849
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-112.jpg,270,180,9.704
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-113.jpg,236,180,7.53
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-114.jpg,270,180,9.359
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-115.jpg,270,180,5.73
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-116.jpg,270,180,5.554
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-117.jpg,270,180,6.292
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-118.jpg,270,180,5.175
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-119.jpg,241,180,6.088
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-12.jpg,320,180,6.182
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-120.jpg,270,180,7.623
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-121.jpg,272,180,7.54
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-122.jpg,240,180,5.467
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-123.jpg,270,180,8.292
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-124.jpg,319,180,10.512
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-125.jpg,372,180,12.156
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-126.jpg,270,180,8.068
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-127.jpg,269,180,6.094
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-128.jpg,360,180,13.308
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-129.jpg,270,180,7.968
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-13.jpg,319,180,7.717
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-130.jpg,344,180,8.438
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-131.jpg,288,180,7.308
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-132.jpg,270,180,6.179
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-133.jpg,270,180,6.901
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-134.jpg,270,180,8.85
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-135.jpg,270,180,7.428
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-136.jpg,300,180,7.494
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-137.jpg,320,180,10.194
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-138.jpg,180,180,5.574
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-139.jpg,240,180,7.021
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-14.jpg,320,180,5.723
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-140.jpg,240,180,7.105
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-141.jpg,314,180,7.524
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-142.jpg,271,180,6.514
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-143.jpg,360,180,10.835
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-144.jpg,270,180,6.198
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-145.jpg,319,180,8.609
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-146.jpg,268,180,8.171
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-147.jpg,270,180,4.406
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-148.jpg,270,180,6.761
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-149.jpg,270,180,5.945
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-15.jpg,270,180,7.164
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-150.jpg,271,180,6.161
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-151.jpg,270,180,6.511
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-152.jpg,323,180,7.236
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-153.jpg,358,180,8.061
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-154.jpg,344,180,9.749
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-155.jpg,305,180,9.095
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-156.jpg,320,180,5.799
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-157.jpg,271,180,5.067
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-158.jpg,240,180,5.95
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-159.jpg,270,180,5.702
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-16.jpg,250,180,5.268
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-160.jpg,240,180,8.079
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-161.jpg,270,180,7.382
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-162.jpg,270,180,5.631
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-163.jpg,270,180,9.817
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-164.jpg,319,180,9.203
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-165.jpg,344,180,8.134
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-166.jpg,275,180,7.201
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-167.jpg,320,180,9.396
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-168.jpg,293,180,13.209
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-169.jpg,270,180,7.117
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-17.jpg,270,180,9.035
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-170.jpg,270,180,6.823
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-171.jpg,306,180,6.728
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-172.jpg,240,180,4.803
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-173.jpg,344,180,6.359
dataset\car\car-suv\car-suv-alltypes,car-suv-alltypes-174.jpg,320,180,5.645
